mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType
1606,Whalesbeech,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,51.08848,-0.01666,200,"	dare.ht.lu.se/places/43879",,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1607,Oldlands,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,51.0146,0.09424,200,"	dare.ht.lu.se/places/43882",,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1608,Castle Hill,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,51.03047,0.20906,200,dare.ht.lu.se/places/43884,,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1609,Minepit Wood,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.98554,0.20692,200,dare.ht.lu.se/places/43883,,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1610,Peterstow,,Britannia,United Kingdom,Gloucestershire,Forest of Dean,,,,,,,51.9146,-2.63819,20,"	dare.ht.lu.se/places/43875",,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1612,Whitchurch,,Britannia,United Kingdom,Gloucestershire,Forest of Dean,,,,,,,51.84969,-2.66921,200,"	dare.ht.lu.se/places/43874",,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1613,Blakes Wood,,Britannia,United Kingdom,Gloucestershire,Forest of Dean,,,,,,,51.80385,-2.6435,20,"	dare.ht.lu.se/places/43872",,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1614,Sling,,Britannia,United Kingdom,Gloucestershire,Forest of Dean,,,,,,,51.76958,-2.61203,20,dare.ht.lu.se/places/43873,,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1615,Lydney,,Britannia,United Kingdom,Gloucestershire,Forest of Dean,,,,,,,51.72147,-2.55744,20,dare.ht.lu.se/places/43883,,200,300,250,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Opencast mines (""scowles"""") and tunnels; probably 3rd-c. AD. 4th-c. temple""",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1616,Crvena Zemlja,,Dalmatia,Bosnia and Herzegovina,Central Bosnia,Mt Vranica,,,,,,,43.97493631,17.69408456,10,"Placename ""Crvene Zemlje"""" on Mapcarta"", adjusted with reference to satellite imagery",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Reservoir fed by two parallel aqueducts. (Possibly these are visible on Google Earth to the SE, at e.g.  43.967648, 17.702180)",Trubelja and Baric 2011: 14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1618,Devetak,,Dalmatia,Bosnia and Herzegovina,Central Bosnia,Mt Vranica,,,,,,,43.95057417,17.70472754,500,"Placename ""Devetaci"""" on Mapcarta"", adjusted for SE slope (von Foullon p. 24)",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"60-70 opencast pits on the S. slope of Rosinj and Devetak. No ore found, so probably prospection pits. The scale and number of the pits in a difficult location suggests Roman workings, contemporary with the exploitation of the alluvial deposits, and in a search for primary deposits, (For the hydraulic works, see Zlatno Guvno)",Trubelja and Baric 2011: 14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1619,Zlatno Guvno,,Dalmatia,Bosnia and Herzegovina,Central Bosnia,Mt Vranica,,,,,,,43.95111061,17.65548337,100,"Description in Foullon 1893, 19, checked against satellite imagery",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aqeuduct,"Trubelja and Baric 2011: 14; von Foullon 1893, 18-20; photo on https://gornjivakuf.com/2018/02/10/ekskluzivno-gdje-se-krije-zlato-u-gornjem-vakuf",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1620,Bistrica / Batusa,,Dalmatia,Bosnia and Herzegovina,Central Bosnia,Mt Vranica,,,,,,,43.948818,17.576501,10,"Placename on Google Earth, adjusted for Rucker 1896 map, georeferenced.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Trubelja and Baric 2011: 14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Apparently now largely destroyed under modern buildings (Google Earth),,,
1622,Carnanton,,Britannia,United Kingdom,Cornwall,Cornwall,,,,,,,50.451122,-4.980637,707,http://roman-britain.co.uk/places/trevelgue_head.htm,NGR: SW8764,,,,,Roman,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Late Roman tin ingot found nearby.,Penhallurick 2010: 6,,,,,,FALSE,FALSE,,,,,,
1623,Carnon,,Britannia,United Kingdom,Cornwall,Cornwall,,,,,,,50.222931,-5.1065938,707,http://roman-britain.co.uk/places/trevelgue_head.htm,NGR: SW7840,,,,,Roman,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,,,,,,
1624,Treloy,,Britannia,United Kingdom,Cornwall,Cornwall,,,,,,,50.423091,-5.0211172,707,http://roman-britain.co.uk/places/trevelgue_head.htm,NGR: SW8562,,,,,Roman,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,,,,,,
1625,Boscarne,,Britannia,United Kingdom,Cornwall,Cornwall,,,,,,,50.474305,-4.7706634,707,http://roman-britain.co.uk/places/trevelgue_head.htm,NGR: SX0367,,,,,Roman,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,,,,,,
1626,Draethen Roman Mine,,Britannia,United Kingdom,Glamorgan,,,,,,,,51.582702,-3.1310271,10,Converted from OS grid ref ST 2173 8770 as given at http://www.industrialgwent.co.uk/d13-draethen/index.htm,"Cefn-pwll-du - ""Hill of the Black Pit""",47,100,100,250,Roman,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Vertical shaft c. 50 ft deep; Main Passage 300 ft long and between 18 in and 20 ft high, and chambers full of miners' deads. Five possible openings to the surface including the shaft through which the mine was discovered in 1965. Two late 3rd-c. coins and counterfeiting material found around a hearth that post-dates the abandonment of the mine. ",Tuck and Tuck 1971; Boon 1972: 74,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,dolomite,,Primary
1627,Navelgas Sur,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Esba o Canero,,ES-04,,,,,43.401996,-6.547813,500,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 193",,,,,,,,,,,,Primary,Extensive
1628,Arroyo de Bouza,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,,LE 58,160,,,42.56528,-6.150903,50,"Google Earth and Domergue 1988 vol. II, 343",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1988, 343",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Colluvial deposits,Secondary,
1631,Três Minas - Corta de Ribeirinha,,Hispania Tarraconensis,Portugal,Vila Real,Trás-os-montes,,NP-09,POR 45,75,251.3,502.9,41.49378078,-7.518805876,0,Google Earth,,-20,150,170,230,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Work started shortly after conquest in the 1st century BC then lasted until the 3rd century AD. Corta de Ribeirinha, large opencast 370 m in length, 2.5 million m³ removed,  Traces of firesetting at the base. Underground galleries for ore extraction, and prospection. Peak extraction dates to first half of second century AD. Anvil stones from Roman water-powered ore-crushing machines have been found.","Domergue 1990: 41; Wahl 1993: 123-157; Sanchez-Palencia and Orejas 1994, 198",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ore-crushing anvils from machines,Hard rock,Primary,Extensive
1632,Três Minas - Lagoinhos,,Hispania Tarraconensis,Portugal,Vila Real,Trás-os-montes,,NP-09,POR 45,75,251.3,502.9,41.49318,-7.514978,0,Google Earth,,-20,150,170,230,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"A large underground exploitation chamber, whose roof has collapsed so that it now resembles an opencast. Further prospection galleries, shafts, and underground workings.","Domergue 1990: 41; Wahl 1993: 123-157; Sanchez-Palencia and Orejas 1994, 198",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ore-crushing anvils from machines,Hard rock,Primary,Extensive
1633,Gralheira,,Hispania Tarraconensis,Portugal,Vila Real,Trás-os-montes,,,,,,,41.468756,-7.575301,,Google Earth,,-20,100,150,230,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Trench mining along a vein, for c. 3.5 km; splits into several trenches towards the west.",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
1634,Forno dos Mouros,,Hispania Tarraconensis,Portugal,Vila Real,Trás-os-montes,,,,,,,41.471817,-7.56867,,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mining dumps and a large spread of slag from smelting, together with ore-crushing anvils, indicating an underground mine whose entrance remains obscured by vegetations.",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ore-crushing anvils from machines,Hard rock,Primary,
1635,Los Corralones,,Hispania Tarraconensis,Spain,León,,,,,,,,42.10977,-6.377308,0,Google Earth and ground visit.,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Castro with double ditches, later worked by hydraulic means with additional channels, deepening of ditches, and opencast on eastern side.",,TRUE,FALSE,TRUE,,,FALSE,FALSE,FALSE,,,Alluvial deposits,Secondary,
1636,Portillo de Xandequín,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-07,,,,,42.30098,-6.338022,0,IGN map and Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 201",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
1637,Peña Canales,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-08,,,,,42.302075,-6.35066,0,Google Earth and ground visit,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
1638,Arroyo de Xandellamas,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-08,,,,,42.305767,-6.343668,300,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
1639,Pico de Valteleno,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,,,,,,42.297216,-6.334933,100,Google Earth and ground visit nearby,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Personal communication, Regula Wahl 2018",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hard rock mine on peak, non-hydraulic opencast.",,Primary,Selective
1640,Leganua,,Gallia Aquitania,France,Pyrénées-Atlantiques,Cambo-les-Bains,,,,,,,43.374482,-1.464882,50,"Google Earth, matched to Cauuet 2001, 35 fig. 2.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cauuet 2001: 32-37,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1641,Apertechekoborda,,Gallia Aquitania,France,Pyrénées-Atlantiques,Cambo-les-Bains,,,,,,,43.36459,-1.464054,50,"Google Earth, matched to Cauuet 2001, 35 fig. 3.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cauuet 2001: 32-37,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1642,Urlua,,Gallia Aquitania,France,Pyrénées-Atlantiques,Cambo-les-Bains,,,,,,,43.371445,-1.472258,0,"Google Earth, matched to Cauuet 2001, 35 fig. 4.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cauuet 2001: 32-37,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1643,Thealby Mine,,Britannia,United Kingdom,Humberside,,,,,,,,53.650768,-0.63984145,715,OS Map of Roman Britain,SE 9018,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1644,Woolsthorpe,,Britannia,United Kingdom,Lincolnshire,,,,,,,,52.805716,-0.63668938,715,OS Map of Roman Britain,SK 9224,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1645,Black Piece,,Britannia,United Kingdom,Leicestershire,,,,,,,,52.723781,-0.55040234,707,OS Map of Roman Britain,SK 9815,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1646,Monmouth,,Britannia,United Kingdom,Gwent ,,,,,,,,51.804481,-2.7120545,707,OS Map of Roman Britain,SO 5112,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1647,Scowles,,Britannia,United Kingdom,Gloucestershire,,,,,,,,51.769014,-2.6245449,707,OS Map of Roman Britain,SO 5708,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1648,Wakerley,,Britannia,United Kingdom,Northamptonshire,,,,,,,,52.57171,-0.61444611,707,OS Map of Roman Britain,SP 9498,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1649,Clatworthy,,Britannia,United Kingdom,Somerset,,,,,,,,51.061116,-3.3855483,707,OS Map of Roman Britain,ST 0330,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1650,Ashwicken,,Britannia,United Kingdom,Norfolk,,,,,,,,52.724557,0.48623273,707,OS Map of Roman Britain,TF 6817,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1651,Pippingford Park,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,51.060288,0.053490246,707,OS Map of Roman Britain,TQ 4431,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1652,Hammerwood,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,51.123192,0.056278749,707,OS Map of Roman Britain,TQ 4438,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1653,Bardown,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,51.036386,0.36624437,707,OS Map of Roman Britain,TQ 6629,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1654,Holbeanwood,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,51.04537,0.36670228,707,OS Map of Roman Britain,TQ 6630,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1655,Pepperingeye,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.890279,0.47258954,707,OS Map of Roman Britain,TQ 7413,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1656,Byne's Farm,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.863025,0.48535874,707,OS Map of Roman Britain,TQ 7510,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1657,Fore Wood,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.889977,0.48679343,707,OS Map of Roman Britain,TQ 7513,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1658,Petley Wood,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.925608,0.50292435,707,OS Map of Roman Britain,TQ 7617,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1659,Park Farm,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.880384,0.51471655,707,OS Map of Roman Britain,TQ 7712,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1660,Footlands,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.952254,0.51859492,707,OS Map of Roman Britain,TQ 7720,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1661,Beauport Park,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.898045,0.52989053,707,OS Map of Roman Britain,TQ 7814,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1662,Oaklands,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.924995,0.53135274,707,OS Map of Roman Britain,TQ 7817,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1663,Chitcombe,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.959996,0.57597937,707,OS Map of Roman Britain,TQ 8121,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1664,Burnthouse Wood,,Britannia,United Kingdom,East Sussex,The Weald,,,,,,,50.950063,0.61814552,707,OS Map of Roman Britain,TQ 8420,43,,,410,Roman,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1665,Brenley Corner,,Britannia,United Kingdom,Kent,The Weald,,,,,,,51.293575,0.92454914,707,OS Map of Roman Britain,TR 0459,43,,,410,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1666,Priddy,,Britannia,United Kingdom,Somerset,Mendips,,,,,,,51.247306,-2.6604311,707,OS Map of Roman Britain,TR 0459,43,,,410,Roman,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1667,Ouenza,,Numidia,Algeria,,,,,,,,,35.953035,8.109118,2000,Google Earth,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Barry 1908; Prochaska 2004, 102",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Large-scale copper workings, with several hundred pit shafts.",,,
1668,Sizma,,Asia Minor,Turkey,,,,,,,,,38.089966,32.403916,3000,Placename on Google Earth; mines must lie outside the town,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Cinnabar mine, probably part of an imperial estate: tunnel collapsed in antiquity, killing nearly 50 people. ",Paterson and Broad 1909; Calder 1910; Robinson 1924,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
1671,Goppenstein,,Alpes Cottiae,Switzerland,Valais,,,,,,,,46.37677875,7.762077927,,,pre-Roman; Roman (Augustan); 1475 - 1549,-30,-30,300,300,Roman,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
1672,Ambialet,,Gallia Narbonensis,France,Tarn,,,,,,,,43.935848,2.376741,300,Google Earth,,,,,,"end 2nd/ start 1st c BC onwards
",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1673,Furzehill,,Britannia,United Kingdom,Devon,,,,,,,,50.502857,-4.093482,,"https://www.mindat.org/loc-146588.html",SX515691,250,250,620,750,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Old mining works, including c. 30 circular shafts which may be the West Devon black tin mine that must have been active in the Roman period.
","Blanchard 2002, 408-410.",,,,,,,,,,,,,
1675,Baru - Dealul Negru,,Dacia,Romania,Hunedoara  ,,88001.1,,,,,,45.48126,23.13534,,http://ran.cimec.ro/,,,,,,La Tène,,,,,,,,,,Mining at Baru - Dealul Negru  ,,,,,,,,,,,,,,
1676,Brădişoru de Jos - Maidan,,Dacia,Romania,Caraş-Severin  ,,51163.06,,,,,,45.0813,21.7195,,http://ran.cimec.ro/,,,,,,"Roman, Medieval",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Gold mine - Maidan at Brădişoru de Jos,,,,,,,,,,,,,,
1677,Creaca,,Dacia,Romania,Sălaj  ,,140681.05,,,,,,47.19544,23.23532,,http://ran.cimec.ro/,,,,,,Roman  ,,,,,,,,,,Roman mine at Creaca - Cariera Creaca Ţiclar  ,,,,,,,,,,,,,,
1678,Criciova,,Dacia,Romania,Timiş  ,Munţii Poiana Ruscă,156543.02,,,,,,45.63176,22.06576,,http://ran.cimec.ro/,"The mine is located in the Poiana Rusca Mountains, Timis Valley.",,,,,Roman / 3rd c. AD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Iron mine of the Daco-Roman period at Criciova.,,,,,,,,,,,,,,
1679,Dubova - Mina Eibenthal,,Dacia,Romania,Mehedinţi  ,Munţii Almăjului,112931.12,,,,,,44.62089,22.25764,1000,http://ran.cimec.ro/,"The mine is located in the Munţii Almăjului, Danube Valley, Eibenthal Creek.",,,,,"Roman, Medieval, Modern, Contemporary",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Copper mine at Dubova-Mina Eibenthal.,,,,,,,,,,,,,,
1680,Dubova - Tisoviţa,,Dacia,Romania,Mehedinţi  ,Munţii Almăjului,112931.13,,,,,,44.62089,22.25764,1000,http://ran.cimec.ro/,The mine is located on the Tisoviţa creek.  ,,,,,"Roman, Medieval",,,,,,,,,,Mine at Dubova-Tisoviţa,,,,,,,,,,,,,,
1681,Dumbrava ,,Dacia,Romania,Hunedoara  ,,90486.02,,,,,,45.80308,22.78475,,http://ran.cimec.ro/,  ,,,,,Roman  ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Roman iron exploitation at Dumbrava  ,,,,,,,,,,,,,,
1682,Fizeş,,Dacia,Romania,Hunedoara  ,Munţii Metaliferi,88145.02,,,,,,45.99707,22.8806,100,http://ran.cimec.ro/,"Fizeş, on the boundary of the locality.",,,,,Roman  ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Roman mining at  Fizeş.,,,,,,,,,,,,,,
